timestamp,date,hour,website_id,customer_id,app_version,checkout_amount,url,source_file
2017-07-03 00:27:19+00:00,2017-07-03,0,124,10678,1.1,-12.0,http://xyz.com/checkout?European+Grape=1&Round+Kumquat=1,2017-07-03.csv
2017-07-03 08:20:25+00:00,2017-07-03,8,124,10113,1.1,-12.0,http://xyz.com/checkout?Bignay=2,2017-07-03.csv
2017-07-03 01:28:04+00:00,2017-07-03,1,124,10186,1.1,-12.0,http://xyz.com/checkout?Ume=1&Natal+Orange=1,2017-07-03.csv
2017-07-03 10:01:08+00:00,2017-07-03,10,123,10769,1.1,-12.0,http://www.example.com/store/?Round+Kumquat=1&European+Grape=1,2017-07-03.csv
2017-07-03 03:10:05+00:00,2017-07-03,3,124,10152,1.1,-12.0,http://xyz.com/checkout?Round+Kumquat=1&Black%2FWhite+Pepper=1,2017-07-03.csv
2017-07-03 11:15:33+00:00,2017-07-03,11,124,10906,1.2,-12.0,http://xyz.com/checkout?Round+Kumquat=1&Black%2FWhite+Pepper=1,2017-07-03.csv
2017-07-03 11:18:54+00:00,2017-07-03,11,124,10187,1.2,-12.0,http://xyz.com/checkout?Round+Kumquat=1&Ylang-ylang=1,2017-07-03.csv
2017-07-03 04:37:32+00:00,2017-07-03,4,123,10814,1.2,-12.0,http://store.example.com/?Round+Kumquat=1&European+Grape=1,2017-07-03.csv
2017-07-03 11:44:53+00:00,2017-07-03,11,124,10098,1.2,-12.0,http://xyz.com/checkout?Natal+Orange=2,2017-07-03.csv
2017-07-03 05:10:47+00:00,2017-07-03,5,123,10462,1.2,-12.0,http://store.example.com/?Hazelnut=1&Mabolo=1,2017-07-03.csv
2017-07-03 05:21:34+00:00,2017-07-03,5,123,10586,1.2,-12.0,http://store.example.com/?Round+Kumquat=1&European+Grape=1,2017-07-03.csv
2017-07-03 12:33:22+00:00,2017-07-03,12,124,10921,1.2,-12.0,http://xyz.com/checkout?Bignay=2,2017-07-03.csv
2017-07-03 05:36:29+00:00,2017-07-03,5,124,10064,1.2,-12.0,http://xyz.com/checkout?Bignay=2,2017-07-03.csv
2017-07-03 05:41:52+00:00,2017-07-03,5,123,10885,1.2,-12.0,http://store.example.com/?Round+Kumquat=1&Ylang-ylang=1,2017-07-03.csv
2017-07-03 06:30:39+00:00,2017-07-03,6,124,10580,1.2,-12.0,http://xyz.com/checkout?Round+Kumquat=1&Black%2FWhite+Pepper=1,2017-07-03.csv
2017-07-03 07:49:50+00:00,2017-07-03,7,124,10998,1.2,-12.0,http://xyz.com/checkout?European+Grape=1&Round+Kumquat=1,2017-07-03.csv
2017-07-03 14:57:28+00:00,2017-07-03,14,123,10177,1.2,-12.0,http://store.example.com/?Round+Kumquat=1&Black%2FWhite+Pepper=1,2017-07-03.csv
